No,Sanatçı,Albüm,Şarkı Adı,Şarkı Sözleri,YouTube
64,Şebnem Ferah,Od,Savaş Boyası,"""Savaş Boyası""

O gördüğün ruj değil, sürdüğüm
Savaş boyası
Artık tamamen eminim
Kah varsın kah yoksun
O gördüğün parfüm değil, sürdüğüm
Toprak kokusu
Artık tamamen eminim
Hem varsın hem yoksun

Cennet bu dünyadaymış derler
Önünden geçmişim
Köprüm hala sağlammış
Gördüm, üstünden geçmekteyim

Sen nasıl istersen öyle oynadık
Bir kez ters yüz olsun tüm her şey
Var mısın?

Sen nasıl istersen öyle oynadın
Şimdi ters yüz olsun tüm her şey
Var mısın?
Var mısın söyle?

O gördüğün rimel değil, sürdüğüm
Savaş boyası
Artık tamamen eminim
Kah varsın kah yoksun
O gördüğün pudra değil, sürdüğüm
Sahnenin tozu
Şimdi tüm dünya seyretsin
Bir varsın, bir yoksun

Cennet bu dünyadaymış derler
Reddetmiş, terk etmişim
Köprüm hala sağlammış
Geldim, üstünden geçmekteyim

Sen nasıl istersen öyle oynadık
Bir kez ters yüz olsun tüm her şey
Var mısın?

Sen nasıl istersen öyle oynadın
Şimdi ters yüz olsun tüm her şey
Var mısın?
Var mısın söyle?",bORSXZ9JTvg
65,Şebnem Ferah,Od,Bin Yıldır,"""Bin Yıldır""

Günahlarla dans ettim
Hazlardan yaprak takvim
Yaşıma büyük geldi ömrüm

Toprağın cömertliği
Rengi kor, rengi haki
Sen o toprağı gel bana sor

Bin yıldır yaşıyorum
Sormayın kaç yaşındayım
Bin yıldır bu dünyadayım
Hesap edin kaç yaşındayım

Günahlarla dans ettim
Hazlardan yaprak takvim
Yaşıma büyük geldi ömrüm

Yüzümden yastık izim
Yağmurda ayak izim
Ruhum sana çökmez dizin'

Bin yıldır yaşıyorum
Sormayın kaç yaşındayım
Bin yıldır bu hayattayım
Hesap edin kaç yaşındayım

Bin yıldır yaşıyorum
Sormayın kaç yaşındayım
Bin yıldır bu hayattayım
Hesap edin kaç yaşındayım",5LAqBBx5s04
66,Şebnem Ferah,Od,Ya Hep Ya Hiç,"""Ya Hep Ya Hiç""

Ya hep ya hiç, ya gel ya git
Ya az ya çok, ya var ya yok
Bugün beni ya sev ya terk et

Yakın, uzak, iyi, kötü
Yaşa ya da unut dünü
Bugün beni ya sev ya terk et

Ya içindesin ya dışında
Nasıl olurdu diye meraktansa

Kazansak da kaybetsek de
Denemeye değmez mi?
İkimiz de yorgunsak da
Denemeye değmez mi?

Ya hep ya hiç, ya gel ya git
Ya az ya çok, ya var ya yok
Bugün beni ya sev ya terk et

Yakın, uzak, iyi, kötü
Yaşa ya da unut dünü
Bugün beni ya sev ya terk et

Ya içindesin ya dışında
Nasıl olurdu diye meraktansa

Kazansak da kaybetsek de
Denemeye değmez mi?
İkimiz de yorgunsak da
Denemeye değmez mi?

Kazansak da kaybetsek de
Denemeye değmez mi?
İkimiz de yorgunsak da
Denemeye değmez mi?

Kazansak da kaybetsek de
Denemeye değmez mi?
İkimiz de yorgunsak da
Denemeye değmez mi?",jUteDtPQ_ug
67,Şebnem Ferah,Od,Utangaç,"""Utangaç""

Nasıl oluyor da bir sana söyleyemiyorum
Tüm dünyaya söylediklerimi
Söylediklerimi bir sana söyleyemiyorum

Nasıl oluyor da bir sana anlatamıyorum
Şarkılarda anlattıklarımı
Anlattıklarımı bir sana anlatamıyorum

Söyle, nasıl oluyor hem böyle utangaç?
Söyle, nasıl oluyor hem böyle utanmaz?
Yıldızlar kayıyor, saçlarım altın taç
Sonra sönüyor, yorgun, suçsuz ve aç

Hem utanmaz hem utangaç
Hem utanmaz hem utangaç

Nasıl oluyor da yanında ben olamıyorum
Bir yabancıyla en yakın olurken
En yakın olurken yanında ben olamıyorum

Nasıl oluyor da ilk önce binlerce insana çığlıklarla
Seni sevdiğimi
Seni sevdiğimi ilk önce sana söyleyemiyorum

Söyle, nasıl oluyor hem böyle utangaç?
Söyle, nasıl oluyor hem böyle utanmaz?
Yıldızlar kayıyor, saçlarım altın taç
Sonra sönüyor, yorgun, suçsuz ve aç

Işık yılları geçerken
Yolculuk salıncaktayken
Yerden göğe sallanırken
Dünyayla sevişirken

Söyle, nasıl oluyor hem böyle utangaç?
Söyle, nasıl oluyor hem böyle utanmaz?
Yıldızlar kayıyor, saçlarım altın taç
Sonra duruyor, yorgun, suçsuz ve aç

Nasıl?
Hem utanmaz hem utangaç",bnSnC46_4dM
68,Şebnem Ferah,Od,Yarım,"""Yarım""

Ezelim başkalarının şimdisi
Ecelimse yalnızlıktan
Baştan sona değil, sondan başa
Yaşadım sanki, kaçtım yarından

Her ilaç biraz zehir
Her zehir biraz ölüm
Ve sonunda ben bugün öldüm

Herkes gibi en sonunda değil
Küçücükken, en başında
İlk aşk gibi değil sadece
O mühür sanki tenimin altında

Her ilaç biraz zehir
Her zehir biraz ölüm
Ve sonunda ben bugün öldüm

İşte ben tam bu yüzden yarım kaldım, yarım
İşte ben tam bu yüzden yarım kaldım, yarım
Hep yarım

Kırık dökük hikayelerle
Noktasız cümlelerle
Ertelenmiş, yaşanmamış
Kurulmamış hayallerle

Her ilaç biraz zehir
Her zehir biraz ölüm
Ve sonunda ben bugün öldüm

İşte ben tam bu yüzden yarım kaldım, yarım
İşte ben tam bu yüzden yarım kaldım, yarım
Hep yarım

İşte ben tam bu yüzden yarım kaldım, yarım
İşte ben tam bu yüzden yarım kaldım, yarım
İşte ben tam bu yüzden yarım kaldım, yarım
İşte ben tam bu yüzden yarım kaldım, yarım
Hep yarım",dQmXilbt0Vw
69,Şebnem Ferah,Od,Girdap,"""Girdap""

Ya sen beni girdap gibi içine çekip yutacaktın
Ya da ben öyle derin bir nefes alacaktım ki
Her şeyi içime çekecek, içime atacak, or'da saklayacaktım
Bir anda oyuncağın paramparça
Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Derim kalın mıdır, incecik mi?
Çelikten üstüm başım paslı, kirli
Bildiklerim, bilmediklerim gelsin bütün silahlarıyla
Tek bildiğim var, kurşun geçirmem

Ya sen beni girdap gibi içine çekip yutacaktın
Ya da ben öyle derin bir nefes alacaktım ki
Her şeyi içime çekecek, içime atacak, or'da saklayacaktım
Bir anda oyuncağın paramparça
Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Derim kalın mıdır, incecik mi?
Çelikten üstüm başım paslı, kirli
Bildiklerim, bilmediklerim gelsin bütün silahlarıyla
Tek bildiğim var, kurşun geçirmem

Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Pelerinini savurarak karşıdan gel
Ya da ayak ucunda sessizce arkamdan yaklaş
Derim kalın mıdır, incecik mi?
Çelikten üstüm başım paslı, kirli
Bildiklerim, bilmediklerim gelsin bütün silahla",6ib0R2lKQgg
70,Şebnem Ferah,Od,Çok Yorgunum,"""Çok Yorgunum""

Çok yorgunum
Beni bekleme kaptan

Çok yorgunum
Beni bekleme kaptan

Seyir defterini başkası yazsın
Seyir defterini başkası yazsın

Çınarlı, kubbeli mavi bir liman
Beni o limana çıkaramazsın
Beni o limana çıkaramazsın

Çınarlı, kubbeli mavi bir liman
Beni o limana çıkaramazsın
Beni o limana çıkaramazsın

Çok yorgunum
Beni bekleme kaptan",1x7gagxpD9M
71,Şebnem Ferah,Parmak İzi,Şarkılar Yalan Söylemez,"""Şarkılar Yalan Söylemez""

Ömür kapkaranlık
Nasıl aydınlanır
Ben yanmazsam
Sen yanmazsan?

Dağılmış ses, seda
Nasıl anlamlanır
Yorulmaz, koşmaz, görmez, bakmaz, sevmez, bilmez, hiç duymazsam?

Aşk, acı, devrim, vicdan
Hak, umutla yoğrulmazsam?

Önüm kapkaranlık
Nasıl aydınlanır
Ben yanmazsam
Sen yanmazsan?

Dağılmış ses, seda
Nasıl anlamlanır
Düşünmez, durmaz, düşmez, kalkmaz, sevmek bilmez, anlamazsam?

Aşk, acı, devrim, tutku
Hak, umutla yoğrulmazsam?

Dilimin ucunda bir cümle durur ve dünya
Yıkılırsa şarkılar asla yalan söylemezler
Kalemim şahit, benim tek bildiğim tek kurşun
Atılırsa şarkılar asla yalan söylemezler

Ömür kapkaranlık
Nasıl aydınlanır
Ben yanmazsam
Sen yanmazsan?

Dağılmış ses, seda
Nasıl anlamlanır
Yorulmaz, koşmaz, görmez, bakmaz, sevmez, bilmez, hiç duymazsam?

Aşk, acı, devrim, tutku
Hak, umutla yoğrulmazsan

Dilimin ucunda bir cümle durur ve dünya
Yıkılırsa şarkılar asla yalan söylemezler
Kalemim şahit, benim tek bildiğim tek kurşun
Atılırsa şarkılar asla yalan söylemezler",NbV0LMpCzYI
72,Şebnem Ferah,Parmak İzi,Başka Bir Yol Var,"""Başka Bir Yol Var""

Gün ağırırken gir kapımdan
Dilsiz olmuşken yutkunmaktan
Ağlarken içimde içimde
Tam uyanacakken dursun zaman

Al, senin olsun, al ne olursun, al benim ömrümden
Faili meçhul bir deli maktul, bir sır olursam ben
Son günü beklerken, son sesi dinlerken
Faili meçhul bir deli maktul, bir sır olursam ben
Bil ki

Bazen güçlü, bazen kırılgan
Yorgun düştüm denge bulmaktan
En son cümleye hapsolmaktan
Başka bir yol var

Sis dağılırken gir kapımdan
Biçare olmuşken susuzluktan
Bir umut olsan, doğsan içime
Tam uyanacakken dursa zaman

Al, senin olsun, al ne olursun, al benim ömrümden
Faili meçhul bir deli maktul, bir sır olursam ben
Son günü beklerken, son sesi dinlerken
Faili meçhul bir deli maktul, bir sır olursam ben
Bil ki

Bazen güçlü, bazen kırılgan
Yorgun düştüm denge bulmaktan
En son cümleye hapsolmaktan
Başka bir yol var

Al, senin olsun, al ne olursun, al benim ömrümden
Faili meçhul bir deli maktul, bir sır olursam ben
Son günü beklerken, son sesi dinlerken
Faili meçhul bir deli maktul, bir sır olursam ben
Bil ki

Bazen güçlü, bazen kırılgan
Yorgun düştüm denge bulmaktan
En son cümleye hapsolmaktan
Başka bir yol var",ZhrsdOsV0_4
73,Şebnem Ferah,Parmak İzi,Koridor,"""Koridor""

Uzun, uzun, uzun, uzun
Bir koridor düşüm
Adım adım, adım adım
Gittiğim bir vurgun

Kendimden ve senden
Başıma gelen en en güzel şeylerden
Aklımdan, fikrimden

Zaten hiç yokmuşsun
Oh, uf!

Yavaş yavaş, yavaş, yavaş
Gittiğimi düşün
Ağır ağır, ağır ağır
Eksilirken yüküm

Omzumda, göğsümden
Geride kalan en en güzel günlerden
Sevgimden, ömrümden

Zaten hiç yokmuşsun
Oh, uf!

Zaten hiç yokmuşsun
Oh, uf!",lAJlyUEl8wI
74,Şebnem Ferah,Parmak İzi,Küllerinden,"""Küllerinden""

Bu puslu bekleyiş sona ermeden önce
Olur da zamanım yetmezse
Ayna, ayna, ayna söyle ona
Yakarım gemileri de limanları da

Hep yasla yaşamak nasıldır bilir misin
Hiçbir şeyden korkmamak?
Ah, ayna, ayna, ayna söyle bana
Yakarım gemileri de limanları da

Bana aşktan bahset, çok sevmekten
Sonra vazgeçtiğinden
Söz verdiğinden
Sonra pişmanlığından

Gemileri de limanları da
Her şeyi yakarım, anıları da
Bana aşktan bahset, tek gerçeğimden
Belki o gün doğar kalbim yine küllerinden

Bu sessiz film bitip perde inmeden önce
Akan yazılar sana görünmezse
Ayna, ayna, ayna söyle ona
Yakarım gemileri de limanları da

Hep yasta yaşamak nasıldır bilir misin
Güldüğün her an biraz ağlamak
Ayna, ayna, ayna söyle bana
Yakarım gemileri de limanları da

Bana aşktan bahset, çok sevmekten
Sonra vazgeçtiğinden
Söz verdiğinden
Sonra pişmanlığından

Gemileri de limanları da
Her şeyi yakarım, anıları da
Bana aşktan bahset, tek gerçeğimden
Belki o gün doğar kalbim yine küllerinden",ahCpjDj6qew
75,Şebnem Ferah,Parmak İzi,Vicdan,"""Vicdan""

Ruhum kükrer, ruhum her gece
Damla damla akar rimellerim
Boş bir koltuk dinler sakince
Bir kendime geçmez sözlerim

Üç beş metre beyaza girmeden önce
Eğilmeden, bükülmeden her zaman
Aynı defterden çıkmış binlerce
Düşünce, cümle, hece, harf ve insan

Vicdan, vicdan

Üstümüze, yağ üstümüze
Senden doğsun tüm anlamlar
Dinlesin insan

Yağ yeniden, yağ üstümüze
Senden gelsin, geçsin zaman
Sende dursun, saklansın vicdan, vicdan

Ruhum kükrer, ruhum her gece
Bin kez düşer, tekrar kalkarım
Benim Kutup Yıldızı'm bir başka yerde
Saklar, korur, dinler, anlarım

Üç beş metre beyaza girmeden önce
Eğilmeden, bükülmeden her zaman
Aynı hayalden doğmuş binlerce
Düşünce, cümle, hece, harf ve insan

Vicdan, vicdan

Üstümüze, yağ üstümüze
Senden doğsun tüm anlamlar
Dinlesin insan

Yağ yeniden, yağ üstümüze
Senden gelsin, geçsin zaman
Sende dursun, saklansın vicdan, vicdan

Vicdan, vicdan",GgztVyVcJik
76,Şebnem Ferah,Parmak İzi,Son Tango,"""Son Tango""

Evrenin tozuyum
Annemin kızıyım
Verenin sözüyüm
Anlat, belki anlarım

Yer, ayaklarımın altında dans ediyor
Gök, başımın tam üstünde yaş döküyor
En uzun uyku bu, derinden ses geliyor
Başka bir şarkının tonundan veda ediyor

En son tango
En son tango

Evrenin tozuyum
Annemin kızıyım
Verenin sözüyüm
Anlat, belki anlarım

Bak, çiçeklere kış ortasından güneş açıyor
İnsan bir yalanın arkasından bilip koşuyor
Kendi sözlerimin ardında dağ duruyor
Kah düğün kah cenaze olduk, hayat geçiyor

En son tango
En son tango

Evrenin tozuyum
Annemin kızıyım
Verenin sözüyüm
Anlat, belki anlarım",o8lMKHoHbjg
77,Şebnem Ferah,Parmak İzi,Parmak İzi,"""Parmak İzi""

Sustuklarım mıyım, söylediklerim mi?
Bulduklarım mıyım, kaybettiklerim mi?
Aldıklarım mıyım, verdiklerim mi?
Seçtiklerim miyim, vazgeçtiklerim mi?

Yazdıklarım mıyım, sildiklerim mi?
Devrimlerim mi, evrimlerim mi?
Vardıklarım mıyım, gittiklerim miyim?
Ektiklerim miyim, biçtiklerim mi?

Sevdiğim, sövdüğüm, yaktığım, bozduğum
Her an şahit dünyanın gözü
Öldüğüm, dirildiğim, gittiğim, döndüğüm
Her yer şahit, hep parmak izi
Parmak izi

Övdüklerim miyim, yerdiklerim mi?
Kabullerim miyim, reddettiklerim mi?
Kaldıklarım mıyım, geçtiklerim mi?
Yaktıklarım mıyım, söndürdüklerim mi?

İndiğim, çıktığım, koştuğum, durduğum
Her an şahit dünyanın gözü
Uslandığım, delirdiğim, hürlüğüm, esaretim
Herkes şahit, hep parmak izi
Parmak izi

İndiğim, çıktığım, koştuğum, durduğum
Her an şahit dünyanın gözü
Uslandığım, delirdiğim, hürlüğüm, esaretim
Herkes şahit, hep parmak izi
Parmak izi",zwzgxC-c8P4
78,Şebnem Ferah,Parmak İzi,Sözde Namus,"""Sözde Namus""

Ah, ah, annem
Bugün öldüm ben
Bir düğmeyle
Delip geçti tam göğsümden

Tahrik olmuş
Aklı durmuş
Davetkarmış her halim
O masum, ben namussuz

Çaldınız hayallerim'
Bağladınız ellerim'
Kimse duymadı sesim'
Kaç kez öldürdünüz

Gömdünüz, konuştunuz
Hapse girip çıktınız
Elleriniz, kollarınız
Hala sürüyor tecavüz

Ah, ah, annem
Bugün vuruldum ben
Bir an, yıllar sürdü
Kan yağdı gökyüzünden

Kendi aczini bana
Yükleyip rahatlama
Sözde namusunuzla
Kaç kez öldürdünüz

Gömdünüz, konuştunuz
Öyle kirli ruhunuz
Sahte namusunuzla
Hala sürüyor tecavüz

Ah, ah dünya
Bir doğurdun, bin öldürdün
Gücüm yetmedi
Kendine iyi bak dünya",AIhASqky6Lc
79,Şebnem Ferah,Parmak İzi,Kıramazsın,"""Kıramazsın""

Aklımda kim, bu kim, böyle sakin yaklaşıyor?
Kalbimde son eylül, kuru bir gül bende duruyor

Ner'deyse hiç kimse hiçbir buse, hatır sormuyor
Belki bir saniye, bazen birden umut doğuyor

Gel, yaklaş korkmadan
Gün son kez batmadan
Üstünden geçtiler kalbimin

Kıramazsın, üstünden geçtiler kalbimin
Kıramazsın, zaten üstünden geçtiler kalbimin

Yalnızsan her nefes gür bir ses, sağır ediyor
Erkenden hür esen karayelden gemiler kaçıyor

Gel, yaklaş korkmadan
Gün son kez batmadan
Üstünden geçtiler kalbimin

Kıramazsın, üstünden geçtiler kalbimin
Kıramazsın, zaten üstünden geçtiler kalbimin",tuhkQo5gtNc
80,Şebnem Ferah,Parmak İzi,Koyu,"""Koyu""

Bu yanan ateşin son akkoru
Sesime uyansan var mıdır yolu?
O duru güneşin ısıtırken suyu
Ben anadan üryan, anadan üryan

Yaralıyım, evet, tepeden tırnağa
Kim değil ki? Söyle bana
Bıraktığın emanetten sevgisizlik
Büyük sefalet, en büyük sefalet

Her şey, herkes, en son adres
Silinmiş gözükse de
Umudu bulmanın var bir yolu
Aldığın, verdiğin nefes
Kalbine çarpıyorsa
Varsın, gözüksün siyahtan koyu

Bu garip ateşin ortasında
Sevgiyi bulduk bir şarkıda
İnsan evladının göz yaşında
Biz anadan üryan, anadan üryan

Yaralıyız, evet, tepeden tırnağa
Kim değil ki? Söyle bana
Sağır eden o kirli ses
Altı üstü bir rivayet, sadece rivayet

Her şey, herkes, en son adres
Silinmiş gözükse de
Umudu bulmanın var bir yolu
Aldığın, verdiğin nefes
Kalbine çarpıyorsa
Varsın, gözüksün siyahtan koyu

Canım kardeşim, umudu kaybetme
Yaşamana bak, sarılıp kendine
Masum bir uyanış yeter bize
Duygularımız üryan, anadan üryan

Her şey, herkes, en son adres
Dünyadan silinse de
Umudu bulmanın var bir yolu
Aldığın, verdiğin nefes
Kalbine çarpıyorsa
Varsın, gözüksün siyahtan koyu",UqEU610qu_k
